CF4	Tetrafluoromethane
ClF	Chlorine Fluoride
ClF3	Chlorine Trifluoride
ClF5	Chlorine Pentafluoride
ClOClO3	Chlorine Perchlorate
ClO2	Chlorine Dioxide
ClO3F	Chlorine Trioxide Fluoride
Cl2	Chlorine
Cl2O3	Chlorine Trioxide
Cl2O6	Chlorine Hexoxide
Cl2O7	Chlorine Heptoxide
Cl2O8	Chlorine Octaoxide
CoAl2O4	Cobalt(ii) Aluminate
CoAs	Cobalt Arsenide
CoAs2	Cobalt(ii) Arsenide
CoB	Cobalt(ii) Boride
CoBr2	Cobalt(ii) Bromide
Co(CN)2	Cobalt(ii) Cyanide
Co(C2H3O2)2	Cobalt(ii) Acetate
Co(C2H3O2)3	Cobalt(iii) Acetate
CoC2O4	Cobalt(ii) Oxalate
Co(ClO4)2	Cobalt(ii) Perchlorate
CoCl2	Cobalt(ii) Chloride
CoCrO4	Cobalt(ii) Chromate
CoCr2O4	Cobalt(ii) Chromite
CoF2	Cobalt(ii) Fluoride
CoF3	Cobalt(iii) Fluoride
Co(IO3)2	Cobalt(ii) Iodate
CoI2	Cobalt(ii) Iodide
CoMoO4	Cobalt(ii) Molybdate
Co(NO3)2	Cobalt(ii) Nitrate
Co(NO3)3	Cobalt(iii) Nitrate
CoO	Cobalt(ii) Oxide
Co(OH)2	Cobalt(ii) Hydroxide
Co(OH)3	Cobalt(iii) Hydroxide
CoS	Cobalt(ii) Sulfide
CoS2	Cobalt Disulfide
CoSb	Cobalt Antimonide
CoSe	Cobalt(ii) Selenide
CoSeO3	Cobalt(ii) Selenite
CoTe	Cobalt(ii) Telluride
CoTiO3	Cobalt(ii) Titanate
CoWO4	Cobalt(ii) Tungstate
Co2B	Cobalt Boride
Co2SO4	Cobalt(ii) Sulfate
Co2S3	Cobalt(iii) Sulfide
Co2SiO4	Cobalt(ii) Orthosilicate
Co2SnO4	Cobalt(ii) Stannate
Co2TiO4	Cobalt(ii) Titanite
Co3(Fe(CN)6)2	Cobalt(ii) Ferricyanide
CrBr2	Chromium(ii) Bromide
CrBr3	Chromium(iii) Bromide
CrCl2	Chromium(ii) Chloride
CrCl3	Chromium(iii) Chloride
CrCl4	Chromium(iv) Chloride
CrF2	Chromium(ii) Fluoride
CrF3	Chromium(iii) Fluoride
CrF4	Chromium(iv) Fluoride
CrF5	Chromium(v) Fluoride
CrF6	Chromium(vi) Fluoride
CrI2	Chromium(ii) Iodide
CrI3	Chromium(iii) Iodide
Cr(NO3)3	Chromium(iii) Nitrate
Cr(NO2)3	Chromium(iii) Nitrite
Cr(OH)3	Chromium(iii) Hydroxide
CrO2	Chromium(iv) Oxide
CrO3	Chromium(vi) Oxide
CrO4	Chromate Ion
CrO2Cl2	Chromium(vi) Oxychloride
CrPO4	Chromium(iii) Phosphate
CrSb	Chromium Antimonide
CrVO4	Chromium(iii) Orthovanadate
Cr2O3	Chromium(iii) Oxide|Eskolaite
Cr2(SO4)3	Chromium(iii) Sulfate
Cr2S3	Chromium(iii) Sulfide
Cr2Se3	Chromium(iii) Selenide
Cr2(TeO4)3	Chromium(iii) Tellurate
Cr2Te3	Chromium(iii) Telluride
Cr3As2	Chromium(ii) Arsenide
Cr3C2	Chromium(ii) Carbide
Cr3Sb2	Chromium(ii) Antimonide
Cr3Si2	Chromium(ii) Silicide
CsBO2	Caesium Borate
CsBr	Caesium Bromide
CsBrO3	Caesium Bromate
CsBr3	Caesium Tribromide
CsCN	Caesium Cyanide
CsC2H3O2	Caesium Acetate
CsCl	Caesium Chloride
CsClO	Caesium Hypochlorite
CsClO2	Caesium Chlorite
CsClO3	Caesium Chlorate
CsClO4	Caesium Perchlorate
CsF	Caesium Fluoride
CsI	Caesium Iodide
CsI3	Caesium Triiodide
CsNH2	Caesium Amide
CsNO2	Caesium Nitrite
CsNO3	Caesium Nitrate
CsN3	Caesium Azide
CsNbO3	Caesium Metaniobate
CsOH	Caesium Hydroxide
CsO2	Caesium Superoxide
Cs2O2	Caesium Peroxide
Cs2S	Caesium Sulfide
CsSCN	Caesium Thiocyanate
CsSeO4	Caesium Selenate
CsTaO3	Caesium Metatantalate
Cs2CO3	Caesium Carbonate
CsHCO3	Caesium Bicarbonate
CsHSO3	Caesium Bisulfite
CsHSO4	Caesium Bisulfate
Cs2C2O4	Caesium Oxalate
Cs2CrO4	Caesium Chromate
Cs2Cr2O7	Caesium Dichromate
Cs2HPO4	Caesium Hydrogen Orthophosphate
Cs2MoO4	Caesium Molybdate
Cs2O	Caesium Oxide
Cs2SO3	Caesium Sulfite
Cs2SO4	Caesium Sulfate
Cs2SiO3	Caesium Metasilicate
Cs2TeO4	Caesium Tellurate
Cs2TiO3	Caesium Titanate|Caesium Metatitanate
Cs2WO4	Caesium Orthotungstate
Cs3PO4	Caesium Orthophosphate
Cs3VO4	Caesium Orthovanadate
CuBr	Copper(i) Bromide
Cu(BrO3)2(H2O)6	Copper(ii) Bromate Hexahydrate
CuBr2	Copper(ii) Bromide
CuC2O4	Copper Oxalate
Cu(CH3COO)2	Copper(ii) Acetate
CuCl	Copper(i) Chloride
Cu(ClO3)2(H2O)6	Copper(ii) Chlorate Hexahydrate
CuCl2	Copper(ii) Chloride
CuF	Copper(i) Fluoride
CuF2	Copper(ii) Fluoride
CuFeS2	Copper Iron Sulfide|Chalcopyrite
CuFe2O4	Copper(ii) Iron(ii) Oxide
CuFe2S3	Copper Iron Sulfide|Cubanite
(Cu(H2O)4)SO4(H2O)	Blue Vitriol
CuI	Copper(i) Iodide
CuIO3	Copper(i) Iodate
Cu(IO3)2	Copper(ii) Iodate
CuMoO4	Copper(ii) Orthomolybdate
Cu(NO3)2	Copper(ii) Nitrate
Cu(NO3)2(H2O)3	Copper(ii) Nitrate Trihydrate
Cu(NO3)2(H2O)6	Copper(ii) Nitrate Hexahydrate
Cu(NbO3)2	Copper(ii) Orthoniobate
CuO	Copper(ii) Oxide
Cu2O	Copper(i) Oxide
Cu(OH)2	Copper(ii) Hydroxide
Cu(OH)2CO3	Verdigris
CuS	Copper(ii) Sulfide|Covellite
CuSCN	Copper(i) Thiocyanate
CuSO4	Copper(ii) Sulfate
CuSO4(H2O)5	Copper(ii) Sulfate Pentahydrate
CuSe	Copper(ii) Selenide
CuSeO3(H2O)2	Copper(ii) Selenite Dihydrate
CuSeO4(H2O)5	Copper(ii) Selenate Pentahydride
CuSiO3	Copper(ii) Metasilicate
CuTe	Copper(ii) Telluride
CuTeO3	Copper(ii) Tellurite
CuTiO3	Copper(ii) Metatitanate
Cu(VO3)2	Copper(ii) Metavanadate
CuWO4	Copper(ii) Orthotungstate
Cu2CO3(OH)2	Malachite
Cu2S	Copper(i) Sulfide|Chalcocite
Cu2Se	Copper(i) Selenide
Cu2Te	Copper(i) Telluride
Cu3As	Copper(i) Arsenide
Cu3P	Copper(i) Phosphide
Cu3(PO4)2	Copper(ii) Phosphate
Cu3Sb	Copper(iii) Antimonide
Cu9S5	Copper Sulfide|Digenite
DyBr3	Dysprosium(iii) Bromide
DyCl2	Dysprosium(ii) Chloride
DyCl3	Dysprosium(iii) Chloride
DySi2	Dysprosium(ii) Silicide
Dy2O3	Dysprosium(iii) Oxide
Dy2S3	Dysprosium(iii) Sulfide
ErF	Erbium Monofluoride
ErF2	Erbium Difluoride
ErF3	Erbium Trifluoride
ErI3	Erbium Triiodide
ErI4Na	Erbium Sodium Tetraiodide
ErO	Erbium Monoxide
EuF	Europium Monofluoride
EuF3	Europium Trifluoride
EuI2	Europium Diiodide
EuNbO2	Europium Niobium Dioxide
EuNb2O6	Europium Diniobium Hexaoxide
EuO	Europium Monoxide
EuO2V	Monoeuropium Monovandium Dioxide
EuO3Ti	Europium Titanium Trioxide
EuO3V	Europium Metavanadate
EuO4W	Europium Tungsten Tetraoxide
EuS	Europium Monosulfide
EuS2	Europium Disulfide
Eu2O	Dieuropium Monoxide
Eu2O2	Dieuropium Dioxide
Eu2S	Dieuropium Monosulfide
Eu2S2	Dieuropium Disulfide
F2Fe	Iron Fluoride
FGa	Gallium Monofluoride
FGaO	Gallium Monofluoride Monoxide
FGd	Gadolinium Monofluoride
FGe	Germanium Monofluoride
FHo	Holmium Monofluoride
FI	Iodine Monofluoride
FI2	Monofluorodiiodine
FIn	Indium Monofluoride
FLa	Lanthanum Monofluoride
FLi	Lithium Fluoride
FLiO	Lithium Hypofluorite
FLi2	Dilithium Monofluoride
FMg	Magnesium Monofluoride
FMn	Monomanganese Monofluoride
FMnO3	Manganese Fluoride Trioxide
FMo	Molybdenum Monofluoride
FN	Fluoroimidogen
FNO	Nitrosyl Fluoride
FNO2	Nitryl Fluoride
FNO3	Fluorine Nitrate
FNS	Thiazyl Fluoride
FNa	Sodium Fluoride
FNa2	Disodium Monofluoride
FNd	Neodymium Monofluoride
FO	Oxygen Monofluoride
FOTh	Thorium Monofluoride Monoxide
FOTi	Titanium Fluoride Oxide
FO2	Dioxygen Monofluoride
FO3S	Fluorosulfate Radical
FP	Phosphorus Monofluoride
FPS	Phosphenothious Fluoride
FPS2	Phosphenodithioic Fluoride
FPb	Lead Monofluoride
FPu	Plutonium Monofluoride
FRb	Rubidium Fluoride
FS	Monosulfur Monofluoride
FSc	Scandium Monofluoride
FSm	Samarium Monofluoride
FSn	Tin Monofluoride
FSr	Strontium Monofluoride
FTh	Thorium Monofluoride
FTi	Titanium Fluoride
FTl	Thallium Monofluoride
FW	Tungsten Monofluoride
FXe	Xenon Monofluoride
FY	Yttrium Monofluoride
FZr	Zirconium Fluoride
F2	Fluorine
F2Fe	Ferrous Fluoride
F2Ga	Gallium Difluoride
F2Gd	Gadolinium Difluoride
F2Ge	Germanium Difluoride
F2GeO	Difluorogermanone
F2Hg	Mercury Fluoride
F2Hg2	Mercury Fluoride
F2Ho	Holmium Difluoride
F2IP	Difluoroiodophosphine
F2K2	Dipotassium Difluoride
F2Kr	Krypton Difluoride
F2La	Lanthanum Difluoride
F2Li2	Lithium Fluoride
F2Mg	Magnesium Fluoride
F2Mn	Manganese Difluoride
F2Mo	Molybdenum Difluoride
F2MoO2	Molybdenum Difluoride Dioxide
F2N	Difluoroamino Radical
F2N2O	Nitrosodifluoroamine
F2Na2	Disodium Difluoride
F2Nd	Neodymium Difluoride
F2Ni	Nickel Difluoride
F2O	Oxygen Difluoride
F2OS	Thionyl Fluoride
F2OSi	Difluorooxosilane
F2OTi	Titanium Fluoride Oxide
F2O2	Perfluoroperoxide
F2O2S	Sulfuryl Fluoride
F2O2W	Tungsten Difluoride Dioxide
F2O5S3	Peroxydisulfuryl Difluoride
F2P	Phosphorus Difluoride
F2Pb	Lead Difluoride
F2Pt	Platinum Difluoride
F2Pu	Plutonium Difluoride
F2S	Sulfur Difluoride
F2SW	Tungsten Difluoride Monosulfide
F2S2	Difluorodisulfane
F2S2	Thiothionyl Fluoride
F2S2	Thiothionyl Fluoride
F2S2W	Tungsten Difluoride Disulfide
F2Sc	Scandium Difluoride
F2Se	Selenium Difluoride
F2Si	Difluorosilylene
F2Sn	Tin Difluoride
F2Sr	Strontium Fluoride
F2Th	Thorium Difluoride
F2Ti	Titanium Difluoride
F2Tl2	Dithallium Difluoride
F2W	Tungsten Difluoride
F2Xe	Xenon Difluoride
F2Y	Yttrium Difluoride
F2Zn	Zinc Difluoride
F2Zr	Zirconium Fluoride
F3Fe	Iron Trifluoride
F3Ga	Gallium Trifluoride
F3Gd	Gadolinium Trifluoride
F3Ho	Holmium Trifluoride
F3La	Lanthanum Trifluoride
F3Li3	Trilithium Trifluoride
F3Lu	Lutetium Trifluoride
F3Mn	Manganese Trifluoride
F3Mo	Molybdenum Trifluoride
F3MoO	Molybdenum Trifluoride Oxide
F3MoS	Molybdenum Trifluoride Sulfide
F3N	Nitrogen Trifluoride
F3NO	Nitrogen Trifluoride Oxide
F3NO2S	Difluoroaminosulfonyl Fluoride
F3NO3S	Difluoraminooxysulfonyl Fluoride
F3NS	Thiazyl Trifluoride
F3NaSn	Sodium Trifluorostannate
F3Nd	Neodymium Trifluoride
F3OP	Phosphoryl Fluoride
F3OTa	Tantalum Monoxide Trifluoride
F3OV	Vanadium Trifluoride Oxide
F3P	Phosphorus Trifluoride
F3PS	Thiophosphoryl Fluoride
F3Pr	Praseodymium Trifluoride
F3Pu	Plutonium Trifluoride
F3Rh	Rhodium Fluoride
F3S	Sulfur Trifluoride
F3SW	Tungsten Trifluoride Monosulfide
F3Sb	Antimony Trifluoride
F3Sc	Scandium Fluoride
F3Si	Trifluorosilyl Radical
F3Sm	Samarium Trifluoride
F3Tb	Terbium Trifluoride
F3Th	Thorium Trifluoride
F3Ti	Titanium Trifluoride
F3Tl	Thallium Trifluoride
F3Tm	Thulium Trifluoride
F3W	Tungsten Trifluoride
F3Y	Yttrium Trifluoride
F3Yb	Ytterbium Trifluoride
F3Zr	Zirconium Trifluoride
F4Ge	Germanium Tetrafluoride
F4Ge2	Digermanium Tetrafluoride
F4Hf	Hafnium Fluoride
F4Mg2	Dimagnesium Tetrafluoride
F4Mg2	Magnesium Fluoride
F4Mo	Molybdenum Tetrafluoride
F4MoO	Molybdenum Tetrafluoride Oxide
F4MoS	Molybdenum Tetrafluoride Monosulfide
F4N2	Tetrafluorohydrazine
F4Na2Sn	Disodium Tetrafluorostannate
F4OOs	Osmium Oxide Tetrafluoride
F4OP2	Diphosphorus Tetrafluoride Oxide
F4ORe	Rhenium Tetrafluoride Oxide
F4OS	Sulfur Tetrafluoride Oxide
F4OW	Tungsten Tetrafluoride Oxide
F4OXe	Xenon Tetrafluoride Oxide
F4P2	Diphosphorus Tetrafluoride
F4Pb	Lead Tetrafluoride
F4Pt	Platinum Tetrafluoride
F4Pu	Plutonium Tetrafluoride
F4S	Sulfur Tetrafluoride
F4SW	Tungsten Tetrafluoride Monosulfide
F4Se	Selenium Tetrafluoride
F4Si	Silicon Tetrafluoride
F4Sn2	Ditin Tetrafluoride
F4Ti	Titanium Fluoride
F4U	Uranium Tetrafluoride
F4W	Tungsten Tetrafluoride
F4Xe	Xenon Tetrafluoride
F4Zr	Zirconium Tetrafluoride
F5I	Iodine Pentafluoride
F5Mo	Molybdenum Pentafluoride
F5ORe	Rhenium Monoxide Pentafluoride
F5P	Phosphorus Pentafluoride
F5Pu	Plutonium Pentafluoride
F5S	Disulfur Decafluoride
F5Sb	Antimony Pentafluoride
F5Ta	Tantalum Pentafluoride
F5U	Uranium Pentafluoride
F5W	Tungsten Pentafluoride
F6Fe2	Diiron Hexafluoride
F6La2	Lanthanum Trifluoride Dimer
F6Mo	Molybdenum Hexafluoride
F6NP3	Nitridotriphosphorous Hexafluoride
F6Os	Osmium Hexafluoride
F6Pu	Plutonium Hexafluoride
F6Re	Rhenium Hexafluoride
F6S	Sulfur Hexafluoride
F6Se	Selenium Hexafluoride
F6Si2	Hexafluorodisilane
F6Sn3	Tritin Hexafluoride
F6Te	Tellurium Hexafluoride
F6U	Uranium Hexafluoride
F6W	Tungsten Hexafluoride
F6Xe	Xenon Hexafluoride
F7I	Iodine Fluoride
F7NS	Pentafluorosulfanyldifluoroamine
F7Re	Rhenium Heptafluoride
F8Si3	Octafluorotrisilane
F10Mo2	Molybdenum Fluoride
F10S2	Sulfur Fluoride
F15Mo3	Molybdenum Fluoride
FeAsS	Iron Arsenic Sulfide|Arsenopyrite
FeBr2	Iron(ii) Bromide
FeBr3	Iron(iii) Bromide
FeBr3(H2O)6	Iron(iii) Bromide Hexahydrate
FeCO3	Siderite
FeC2O4	Iron Oxalate
FeC5O5	Iron Pentacarbonyl|Pentacarbonyl Iron
FeC10H10	Ferrocene
FeCl2	Iron(ii) Chloride
FeCl3	Iron(iii) Chloride
FeCr2O4	Chromite (Ore)
FeF2(H2O)4	Iron(ii) Fluoride Tetrahydrate
FeI	Iron Monoiodide
FeI2	Iron Diiodide|Iron(ii) Iodide
FeI2(H2O)4	Iron(ii) Iodide Tetrahydrate
FeI3	Iron(iii) Iodide
FeMoO4	Iron(ii) Orthomolybdate
FeO	Iron Monoxide|Iron(ii) Oxide|W�stite
FeO2	Iron Dioxide
FeO2H	Goethite
FeO2H(H2O)	Limonite
Fe(OH)2	Iron(ii) Hydroxide
Fe(OH)3	Iron(iii) Hydroxide
FeO4S	Ferrous Sulfate
FeO8H4P2	Iron(ii) Dihydrogen Phosphate
FeP	Iron(iii) Phosphide
FeS	Iron Sulfide|Iron(ii) Sulfide
FeS2	Pyrite|Fool's Gold
FeS2	Iron(iv) Sulfide|Marcasite
FeSe	Iron(ii) Selenide
FeTe	Iron(ii) Telluride
FeTiO3	Iron(ii) Metatitanate
FeVO4	Iron(iii) Orthovanadate
FeWO4	Iron(ii) Orthotungstate
FeZrO3	Iron(ii) Metazirconate
Fe2I2	Diiron Diiodide
Fe2I4	Diiron Tetraiodide
Fe2O3	Iron Oxide|Iron(iii) Oxide|Hematite
Fe2O3	Venetian Red
Fe2O12S3	Ferric Sulfate|Iron(iii) Sulfate
Fe2O12W3	Iron(iii) Orthotungstate
Fe2P	Diiron Phosphide
Fe2SiO4	Fayalite
Fe3H2Na2O45Si	Chrysotile|White Asbestos
Fe3O4	Iron(ii,iii) Oxide|Magnetite|Triiron(ii, Iii) Tetraoxide
Fe3P	Iron(tri) Phosphide
Fe7Si8O24H2	Amosite|Brown Asbestos|Grunerite
GaAs	Gallium(iii) Arsenide
GaAsO4	Gallium(iii) Orthoarsenate
GaBr3	Gallium(iii) Bromide
Ga(C2H3O2)3	Gallium(iii) Acetate
GaCl2	Gallium(ii) Chloride
GaCl3	Gallium Trichloride
GaI2	Gallium(ii) Iodide
GaI3	Gallium(iii) Iodide
GaN	Gallium(iii) Nitride
Ga(OH)3	Gallium(iii) Hydroxide
GaPO4	Gallium(iii) Orthophosphate
GaSb	Gallium(iii) Antimonide
GaTe	Gallium(ii) Telluride
Ga2O3	Gallium(iii) Oxide
Ga2(SO4)3(H2O)18	Gallium(iii) Sulfate Octadecahydrate
Ga2S3	Gallium(iii) Sulfide
Ga2Te3	Gallium(iii) Telluride
GeBr4	Germanium(iv) Bromide
GeH3COOH	2-germaacetic Acid
GeI2	Germanium(ii) Iodide
GeI4	Germanium(iv) Iodide
GeO	Germanium(ii) Oxide
HAt	Hydrogen Astatide
HBr	Hydrogen Bromide|Hydrobromic Acid
HBrO2	Bromous Acid
HBrO3	Bromic Acid
HCCH	Acetylene|Ethyne
HCN	Hydrocyanic Acid|Hydrogen Cyanide
HCONH2	Formamide|Methanamide
HCOO	Formate Ion
HCOOH	Formic Acid|Methanoic Acid
HCOONH4	Ammonium Formate
HCO3	Hydrogen Carbonate Ion
HC3H5O3	Lactic Acid
HC5H5N	Pyridinium Ion
HC6H7O6	Ascorbic Acid
HC9H7O4	Acetylsalicylic Acid
HC12H17ON4SCl2	Thiamine Hydrochloride|Vitamin B1 Hydrochloride
HCl	Hydrochloric Acid|Hydrogen Chloride
HClO	Hypochlorous Acid
HClO2	Chlorous Acid
HClO3	Chloric Acid
HClO4	Perchloric Acid
HF	Hydrofluoric Acid
HI	Hydroiodic Acid
HIO	Hypoiodous Acid
HIO3	Iodic Acid
HNO	Nitroxyl
HNO2	Nitrous Acid
HNO3	Nitric Acid|Hydrogen Nitrate
HN3	Hydrazoic Acid
HOBr	Hypobromous Acid
HOCl	Hypochlorous Acid
HOF	Hypofluorous Acid
HOOCCOOH	Oxalic Acid
HPO4	Hydrogen Phosphate Ion
HSO3	Hydrogen Sulfite Ion
HSO4	Hydrogen Sulfate
H2	Hydrogen
H2C(CH)CN	Acrylonitrile
H2CO	Formaldehyde
H2CO3	Carbonic Acid
H2CSO	Sulfine
H2C2O4	Oxalic Acid
H2C4H4O6	Tartaric Acid
H2C8H4O4	Phthalic Acid|H2ph
H2CrO4	Chromic Acid
H2NCH2COOH	Glycine
H2N2O2	Hyponitrous Acid
H2NNH2	Hydrazine
H2O	Water
H2O2	Hydrogen Peroxide
H2PO4	Dihydrogen Phosphate Ion
H2S	Hydrogen Sulfide|Hydrosulfuric Acid
H2SO3	Sulfurous Acid
H2SO4	Sulfuric Acid|Hydrogen Sulfate
H2S2O2	Thiosulfurous Acid
H2S2O3	Thiosulfuric Acid
H2S2O4	Dithionous Acid
H2S2O5	Disulfurous Acid
H2S2O6	Dithionic Acid
H2S2O7	Disulfuric Acid
H2S2O8	Peroxydisulfuric Acid
H2SeO3	Selenous Acid
H2SeO4	Selenic Acid
H2SiO3	Silicic Acid
H2TeO3	Tellurous Acid
H2TiO3	Titanic Acid
H3AsO4	Arsenic Acid
H3CCH2CH3	Propane
H3NCH2COO	Zwitterion
H3O	Hydronium Ion
H3PO2	Hypophosphorous Acid
H3PO3	Phosphorous Acid
H3PO4	Phosphoric Acid
H4XeO6	Perxenic Acid
H6TeO6	Telluric Acid
HfBr4	Hafnium(iv) Bromide
HfF4	Hafnium(iv) Fluoride
HfOCl2(H2O)8	Hafnium(iv) Oxychloride Octahydrate
HfOH(C2H3O2)3	Hafnium(iv) Acetate, Basic
Hf(SO4)2	Hafnium(iv) Sulfate
Hg(BrO3)2(H2O)2	Mercury(ii) Bromate Dihydrate
Hg2Br2	Mercury(i) Bromide
HgBr2	Mercury(ii) Bromide
Hg(C2H3O2)2	Mercury(ii) Acetate
Hg(C7H5O2)2(H2O)	Mercury(ii) Benzoate Monohydrate
HgClO4(H2O)4	Mercury(i) Perchlorate Tetrahydrate
Hg(ClO4)2(H2O)3	Mercury(ii) Perchlorate Trihydrate
HgCl2	Mercury(ii) Chloride
Hg(IO3)2	Mercury(ii) Iodate
HgI2	Mercury(ii) Iodide
Hg(NO3)2(H2O)	Mercury(ii) Nitrate Monohydrate
Hg(CNO)2	Mercury(ii) Fulminate
HgO	Mercury(ii) Oxide
Hg(OH)2	Mercury(ii) Hydroxide
HgS	Mercury(ii) Sulfide|Cinnabar
Hg(SCN)2	Mercury(ii) Thiocyanate
HgSe	Mercury(ii) Selenide
HgSeO3	Mercury(ii) Selenite
HgTe	Mercury(ii) Telluride
HgTeO3	Mercury(ii) Tellurite
HgWO4	Mercury(ii) Tungstate
Hg2Br2	Mercury(i) Bromide
Hg2Cl2	Mercury(i) Chloride
Hg2I2	Mercury(i) Iodide
Hg3(AsO4)2	Mercury(ii) Orthoarsenate
Hg3(PO4)2	Mercury(ii) Phosphate
IBr	Iodine(i) Bromide
IBr3	Iodine(iii) Bromide
ICl	Iodine Monochloride
ICl3	Iodine(iii) Chloride
IO3	Iodate Ion
I2	Iodine
I2O5	Iodine Pentoxide
I3	Triiodide Ion
InAs	Indium(iii) Arsenide
InBr	Indium(i) Bromide
InBrI2	Indium(iii) Bromodiiodide
InBr2I	Indium(iii) Dibromoiodide
InBr3	Indium(iii) Bromide
InCl	Indium(i) Chloride
InCl2	Indium(ii) Chloride
InCl3	Indium(iii) Chloride
InCl3(H2O)4	Indium(iii) Chloride Tetrahydrate
InI	Indium(i) Iodide
In(IO3)3	Indium(iii) Iodate
InI2	Indium(ii) Iodide
InI3	Indium(iii) Iodide
In(NO3)3(H2O)4	Indium(iii) Nitrate Tetrahemihydrate
In(OH)3	Indium(iii) Hydroxide
InP	Indium(iii) Phosphide
InPO4	Indium(iii) Orthophosphate
InS	Indium(ii) Sulfide
InSb	Indium(iii) Antimonide
InTe	Indium(ii) Telluride
In2O3	Indium(iii) Oxide
In2(SO4)3(H2O)	Indium(iii) Sulfate Monohydrate
In2S3	Indium(iii) Sulfide
In2Se3	Indium(iii) Selenide
In2Te3	Indium(iii) Telluride
KBr	Potassium Bromide
KCN	Potassium Cyanide
KCNS	Potassium Thiocyanate
KCl	Potassium Chloride
KClO	Potassium Hypochlorite
KClO2	Potassium Chlorite
KClO3	Potassium Chlorate
KClO4	Potassium Perchlorate
K2CrO4	Potassium Chromate
K2Cr2O7	Potassium Dichromate
K2HPO4	Dipotassium Phosphate
K3PO4	Tripotassium Phosphate
KF	Potassium Fluoride
KHCO3	Potassium Bicarbonate
KHSO3	Potassium Bisulfite
KHSO4	Potassium Bisulfate
KH2PO4	Monopotassium Phosphate
KI	Potassium Iodide
KMnO4	Potassium Permanganate
KNO3	Potassium Nitrate
KNO2	Potassium Nitrite
K2CO3	Potassium Carbonate
K2MnO4	Potassium Manganate
K2N2O2	Potassium Hyponitrite
K2O	Potassium Oxide
K2O2	Potassium Peroxide
K2S	Potassium Sulfide
K2S2O3	Potassium Thiosulfate
K2S2O5	Potassium Metabisulfite
K2S2O8	Potassium Persulfate
K2SO3	Potassium Sulfite
K2SO4	Potassium Sulfate
KOH	Potassium Hydroxide/custic Potash
KrF2	Krypton Difluoride
LaCl3	Lanthanum(iii) Chloride
LaPO4	Lanthanum(iii) Phosphate
LaPO4(H2O)	Lanthanum(iii) Phosphate Crystal Hemihydrate
Li(AlSi2O6)	Keatite
LiBr	Lithium Bromide
LiBr(H2O)2	Lithium Bromide Dihydrate
LiBrO3	Lithium Bromate
LiCl	Lithium Chloride
LiClO	Lithium Hypochlorite
LiClO2	Lithium Chlorite
LiClO3	Lithium Chlorate
LiClO4	Lithium Perchlorate
LiCN	Lithium Cyanide
LiC2H5O	Lithium Ethoxide
LiF	Lithium Fluoride
LiI	Lithium Iodide
LiHCO3	Lithium Bicarbonate
LiHSO3	Lithium Bisulfite
LiHSO4	Lithium Hydrogen Sulfate
LiIO3	Lithium Iodate
LiNa	Sodium Lithium
LiNO2	Lithium Nitrite
LiNO3	Lithium Nitrate
LiNO3(H2O)	Lithium Nitrate Monohydrate
LiOH	Lithium Hydroxide
LiTaO3	Lithium Tantalate|Lithium Metatantalate
LiVO3(H2O)2	Lithium Metavanadate Dihydrate
Li2B4O7(H2O)5	Lithium Tetraborate Pentahydrate
Li2CO3	Lithium Carbonate
Li2CrO4	Lithium Chromate
Li2CrO4(H2O)2	Lithium Chromate Dihydrate
Li2Cr2O7	Lithium Dichromate
Li2MoO4	Lithium Orthomolybdate
Li2NbO3	Lithium Metaniobate
Li2N2O2	Lithium Hyponitrite
Li2O	Lithium Oxide
Li2O2	Lithium Peroxide
Li2S	Lithium Sulfide
Li2SO3	Lithium Sulfite
Li2SO4	Lithium Sulfate
Li2SeO3	Lithium Selenite
Li2SeO4	Lithium Selenate
Li2SiO3	Lithium Metasilicate
Li2SiO3	Lithium Orthosilicate
Li2TeO3	Lithium Tellurite
Li2TeO4	Lithium Tellurate
Li2TiO3	Lithium Metatitanate
Li2WO4	Lithium Orthotungstate
Li2ZrO3	Lithium Metazirconate
MgBr2	Magnesium Bromide
Mg(AlO2)2	Magnesium Aluminate
As2Mg3	Magnesium Arsenide
MgCO3	Magnesium Carbonate|Magnesite
MgC2O4	Magnesium Oxalate
Mg(ClO)2	Magnesium Hypochlorite
Mg(ClO3)2	Magnesium Chlorate
Mg(ClO3)2(H2O)	Magnesium Chlorate Hydrate
Mg(ClO4)2	Magnesium Perchlorate
MgCl2	Magnesium Chloride
MgCrO4	Magnesium Chromate
MgCrO4(H2O)5	Magnesium Chromate Pentahydrate
MgF2	Magnesium Fluoride
MgI2	Magnesium Iodide
MgMoO4	Magnesium Molybdate
MgNH4PO4(H2O)6	Magnesium Ammonium Phosphate Hexahydrate
Mg(NO2)2	Magnesium Nitrite
Mg(NO3)2	Magnesium Nitrate
Mg(NO3)2(H2O)6	Magnesium Nitrate Hexahydrate
MgNaAl5(Si4O10)3(OH)6	Montmorillonite (Clay)
MgO	Magnesium Oxide|Magnesia|Periclase
Mg(OH)2	Magnesium Hydroxide|Milk Of Magnesia
MgPo	Magnesium Polonide
MgS	Magnesium Sulfide
MgSO3	Magnesium Sulfite
MgSO4	Magnesium Sulfate
MgSe	Magnesium Selenide
MgSeO3	Magnesium Selenite
MgSeO4	Magnesium Selenate
MgSiO3	Magnesium Metasilicate|Enstatite
MgTiO3	Magnesium Metatitanate
Mg(VO3)2	Magnesium Metavanadate
